0,0,-1
0,1,-1
0,2,-1
0,3,-1
0,4,-1
0,5,-1
0,6,-1
0,7,-1
0,8,-1
0,9,-1
0,10,-1
0,11,-1
0,12,-1
0,13,-1
0,14,-1
0,15,-1
0,16,-1
0,17,-1
1,0,-1
1,1,-1
1,2,-1
1,3,-1
1,4,-1
1,5,-1
1,6,-1
1,7,-1
1,8,-1
1,9,-1
1,10,-2534820
1,11,-2534820
1,12,-2534820
1,13,-2534820
1,14,-2534820
1,15,-2534820
1,16,-1
1,17,-1
2,0,-1
2,1,-1
2,2,-1
2,3,-1
2,4,-1
2,5,-1
2,6,-1
2,7,-1
2,8,-1
2,9,-1
2,10,-2534820
2,11,-2534820
2,12,-1
2,13,-2534820
2,14,-2534820
2,15,-2534820
2,16,-1
2,17,-1
3,0,-1
3,1,-1
3,2,-1
3,3,-1
3,4,-1
3,5,-1
3,6,-1
3,7,-1
3,8,-1
3,9,-1
3,10,-1
3,11,-2534820
3,12,-1
3,13,-2534820
3,14,-2534820
3,15,-2534820
3,16,-1
3,17,-1
4,0,-1
4,1,-1
4,2,-1
4,3,-1
4,4,-1
4,5,-1
4,6,-1
4,7,-1
4,8,-1
4,9,-1
4,10,-1
4,11,-2534820
4,12,-2534820
4,13,-2534820
4,14,-1
4,15,-2534820
4,16,-1
4,17,-1
5,0,-1
5,1,-1
5,2,-1
5,3,-1
5,4,-1
5,5,-1
5,6,-1
5,7,-1
5,8,-1
5,9,-1
5,10,-2842001
5,11,-2534820
5,12,-2534820
5,13,-2534820
5,14,-1
5,15,-2534820
5,16,-1
5,17,-1
6,0,-1
6,1,-1
6,2,-1
6,3,-1
6,4,-1
6,5,-1
6,6,-1
6,7,-1
6,8,-1
6,9,-1
6,10,-1
6,11,-2534820
6,12,-2534820
6,13,-2534820
6,14,-1
6,15,-2534820
6,16,-2534820
6,17,-1
7,0,-1
7,1,-1
7,2,-1
7,3,-1
7,4,-1
7,5,-1
7,6,-1
7,7,-1
7,8,-1
7,9,-1
7,10,-1
