0,0,-1
0,1,-1
0,2,-1
0,3,-1
0,4,-1
0,5,-1
0,6,-1
0,7,-1
0,8,-1
0,9,-1
0,10,-1
0,11,-1
0,12,-1
0,13,-1
0,14,-1
0,15,-4557715
0,16,-1
0,17,-1
1,0,-1
1,1,-1
1,2,-1
1,3,-1
1,4,-1
1,5,-4557715
1,6,-1
1,7,-1
1,8,-4557715
1,9,-4557715
1,10,-4557715
1,11,-4557715
1,12,-4557715
1,13,-4557715
1,14,-4557715
1,15,-4557715
1,16,-4557715
1,17,-1
2,0,-1
2,1,-1
2,2,-1
2,3,-1
2,4,-4557715
2,5,-4557715
2,6,-4557715
2,7,-4557715
2,8,-4557715
2,9,-4557715
2,10,-4557715
2,11,-4557715
2,12,-4557715
2,13,-4557715
2,14,-4557715
2,15,-4557715
2,16,-4557715
2,17,-1
3,0,-1
3,1,-1
3,2,-1
3,3,-1
3,4,-4557715
3,5,-1
3,6,-1
3,7,-4557715
3,8,-4557715
3,9,-4557715
3,10,-4557715
3,11,-4557715
3,12,-9145157
3,13,-9145157
3,14,-9145157
3,15,-4557715
3,16,-4557715
3,17,-1
4,0,-1
4,1,-9385610
4,2,-9385610
4,3,-9385610
4,4,-9385610
4,5,-9385610
4,6,-9385610
4,7,-9385610
4,8,-1
4,9,-4557715
4,10,-4557715
4,11,-4557715
4,12,-9145157
4,13,-9145157
4,14,-9145157
4,15,-9145157
4,16,-4557715
4,17,-1
5,0,-1
5,1,-9385610
5,2,-9385610
5,3,-9385610
5,4,-9385610
5,5,-1
5,6,-9385610
5,7,-9385610
5,8,-1
5,9,-4557715
5,10,-4557715
5,11,-1
5,12,-9145157
5,13,-9145157
5,14,-9145157
5,15,-9145157
5,16,-4557715
5,17,-1
6,0,-1
6,1,-9385610
6,2,-9385610
6,3,-9385610
6,4,-9385610
6,5,-9385610
6,6,-9385610
6,7,-9385610
6,8,-1
6,9,-1
6,10,-4557715
6,11,-1
6,12,-1
6,13,-9145157
6,14,-9145157
6,15,-9145157
